Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,76.640,2,0.2,26.824
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Envelopes,4.464,1,0.2,1.674
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,3.960,10,0.8,-6.930
First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,715.640,2,0,178.910
Standard Class,Consumer,United States,Morgan Hill,California,95037,West,Furniture,Tables,268.704,3,0.2,6.718
Standard Class,Consumer,United States,Morgan Hill,California,95037,West,Office Supplies,Art,21.920,8,0,5.918
Standard Class,Consumer,United States,Morgan Hill,California,95037,West,Office Supplies,Storage,48.720,3,0,7.308
Standard Class,Consumer,United States,Morgan Hill,California,95037,West,Furniture,Bookcases,205.666,2,0.15,-12.098
Second Class,Consumer,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,30.344,2,0.6,-31.861
First Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,25.696,2,0.2,1.927
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,3404.500,5,0,1668.205
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,101.340,3,0,8.107
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,344.372,4,0.3,-93.472
Second Class,Home Office,United States,Garland,Texas,75043,Central,Office Supplies,Art,30.384,1,0.2,3.798
Second Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,22.848,2,0.2,7.426
Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East,Office Supplies,Storage,38.620,2,0,10.814
Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East,Technology,Accessories,59.980,2,0,10.796
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,174.300,3,0,81.921
Standard Class,Home Office,United States,Hollywood,Florida,33021,South,Technology,Phones,383.960,5,0.2,38.396
Standard Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,15.570,3,0.7,-11.418
First Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Binders,22.320,4,0,10.714
First Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,103.600,7,0,51.800
Second Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,2.970,3,0,1.337
Second Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,569.990,1,0,170.997
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,50.970,3,0,9.175
First Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,Tables,298.116,6,0.3,-4.259
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,59.520,3,0,17.856
Standard Class,Corporate,United States,Portland,Oregon,97206,West,Furniture,Chairs,230.280,3,0.2,23.028
Standard Class,Corporate,United States,Portland,Oregon,97206,West,Office Supplies,Paper,105.520,5,0.2,34.294
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Envelopes,23.360,2,0,11.680
Standard Class,Corporate,United States,Brentwood,California,94513,West,Technology,Phones,71.976,3,0.2,8.997
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Paper,8.560,2,0,3.852
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Binders,13.920,3,0.2,4.872
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Appliances,2518.290,9,0,654.755
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Storage,540.570,3,0,140.548
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Binders,221.056,8,0.2,77.370
First Class,Corporate,United States,San Diego,California,92037,West,Furniture,Chairs,81.424,2,0.2,-9.160
First Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Storage,134.800,10,0,35.048
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,39.582,9,0.8,-59.373
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Supplies,44.688,7,0.2,5.027
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Art,31.744,2,0.2,2.381
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,40.980,5,0.8,-65.568
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,3.168,3,0.8,-5.069
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Fasteners,18.840,5,0.2,-3.533
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,362.250,6,0.3,0.000
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Furnishings,63.552,6,0.6,-34.954
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Storage,129.552,3,0.2,-22.672
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,5.984,2,0.2,2.244
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,861.760,4,0,249.910
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Storage,66.960,4,0,2.678
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Binders,6.240,2,0,3.058
Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,Chairs,435.168,4,0.2,-59.836
Standard Class,Corporate,United States,Chico,California,95928,West,Office Supplies,Fasteners,14.900,5,0,6.854
Standard Class,Corporate,United States,Chico,California,95928,West,Office Supplies,Appliances,15.800,4,0,4.108
Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,Furnishings,72.900,5,0,26.973
Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,Tables,206.352,3,0.2,5.159
Standard Class,Corporate,United States,Chico,California,95928,West,Technology,Phones,7.992,1,0.2,2.697
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Storage,81.360,5,0.2,-19.323
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Binders,20.232,8,0.7,-16.186
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Appliances,389.056,4,0.2,48.632
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Paper,20.736,4,0.2,7.258
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Paper,41.472,8,0.2,14.515
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,33.360,4,0,16.680
First Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Bookcases,90.882,3,0.7,-190.852
First Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,15.992,1,0.2,-2.999
First Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,120.784,1,0.2,13.588
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,519.792,4,0.4,-112.622
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,31.176,3,0.2,-5.456
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,10.368,2,0.2,3.629
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.724,2,0.7,-1.907
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,254.352,3,0.2,0.000
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.762,3,0.7,-2.759
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,10.272,3,0.2,3.210
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Phones,659.970,3,0,197.991
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Phones,113.730,3,0,32.982
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Binders,5.104,1,0.2,1.659
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,16.448,2,0.2,5.551
First Class,Consumer,United States,Clifton,New Jersey,7011,East,Office Supplies,Appliances,81.920,4,0,22.118
First Class,Consumer,United States,Clifton,New Jersey,7011,East,Furniture,Furnishings,254.900,5,0,76.470
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,15.120,5,0.2,4.914
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,7.872,3,0.2,0.886
First Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,8.320,5,0.2,2.808
Second Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,89.950,5,0,43.176
Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Office Supplies,Labels,25.200,4,0,11.592
Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Office Supplies,Labels,37.590,3,0,17.667
Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Office Supplies,Storage,14.970,1,0,4.192
Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Technology,Accessories,1.980,2,0,0.891
First Class,Consumer,United States,Boca Raton,Florida,33433,South,Office Supplies,Binders,39.936,4,0.7,-26.624
First Class,Consumer,United States,Boca Raton,Florida,33433,South,Technology,Accessories,18.464,2,0.2,2.308
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,4.896,3,0.7,-3.427
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Furniture,Bookcases,145.764,6,0.7,-247.799
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,9.612,6,0.7,-7.369
First Class,Home Office,United States,San Diego,California,92037,West,Technology,Accessories,199.750,5,0,87.890
First Class,Home Office,United States,San Diego,California,92037,West,Furniture,Tables,1673.184,12,0.2,20.915
First Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Furnishings,12.180,7,0,3.898
First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,57.680,4,0,19.034
Standard Class,Consumer,United States,Dubuque,Iowa,52001,Central,Technology,Phones,263.960,4,0,76.548
First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,299.940,6,0,128.974
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Supplies,25.760,7,0,0.515
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Technology,Phones,271.900,2,0,78.851
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Furniture,Furnishings,45.840,3,0,15.586
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Furniture,Furnishings,9.820,2,0,3.241
Standard Class,Consumer,United States,Marysville,Washington,98270,West,Office Supplies,Fasteners,93.360,12,0,0.934
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Storage,541.240,4,0,5.412
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,106.320,3,0,49.970
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Chairs,1323.900,5,0,383.931
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,126.624,6,0.2,41.153
First Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Phones,125.944,7,0.2,15.743
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,663.920,5,0.2,207.475
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,120.000,8,0,13.200
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,3.290,1,0,1.481
Same Day,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,18.840,3,0,6.029
First Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Furnishings,60.672,6,0.2,12.893
First Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Art,30.816,9,0.2,2.696
Second Class,Corporate,United States,Modesto,California,95351,West,Technology,Phones,52.792,1,0.2,4.619
First Class,Consumer,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Appliances,83.900,10,0,20.975
First Class,Consumer,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,11.760,2,0,5.762
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Appliances,4.992,3,0.8,-12.979
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Envelopes,87.920,5,0.2,29.673
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Furniture,Chairs,657.930,5,0.3,-93.990
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,1.044,1,0.8,-1.827
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,210.680,2,0,50.563
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,78.800,1,0,1.576
Second Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,19.990,1,0,6.797
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,772.680,4,0,108.175
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories,106.080,6,0.2,-9.282
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,Furnishings,23.076,3,0.6,-10.961
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,25.920,5,0.2,9.072
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,47.952,3,0.2,16.184
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,0.984,2,0.8,-1.476
First Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,75.384,9,0.6,-20.731
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Labels,4.608,2,0.2,1.670
First Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,37.680,6,0,16.956
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,41.910,3,0,10.897
Second Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,435.999,3,0.15,5.129
Second Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Chairs,388.704,6,0.2,38.870
Second Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,572.580,6,0,34.355
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,33.180,2,0,11.613
Standard Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Technology,Accessories,63.880,4,0,24.913
Standard Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Furniture,Furnishings,26.720,1,0,11.757
Second Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Binders,295.056,9,0.2,106.958
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,393.250,5,0,129.773
Second Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,Office Supplies,Binders,2.214,3,0.7,-1.476
Second Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,16.272,3,0.2,5.288
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,706.860,7,0,197.921
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,5.970,5,0.7,-4.577
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,21.184,1,0.2,4.766
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,41.376,6,0.2,3.103
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,17.940,3,0,4.485
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.655,1,0.7,-1.859
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,892.350,5,0,267.705
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Bookcases,307.666,2,0.15,28.957
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,728.820,9,0,29.153
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,41.360,5,0.2,13.959
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,43.176,3,0.2,15.112
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,4.160,2,0,1.747
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,61.400,5,0,28.858
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Binders,24.448,2,0.2,8.862
First Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,263.960,4,0,71.269
First Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,359.970,3,0,100.792
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,12.960,2,0,6.221
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,116.820,3,0,5.841
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,276.784,2,0.2,89.955
Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,239.970,3,0,86.389
Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,16.020,6,0,6.088
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,454.560,5,0.2,-107.958
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,141.420,5,0.6,-187.382
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,310.744,4,0.3,-26.635
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Art,12.736,4,0.2,2.229
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,6.470,5,0.8,-9.705
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,13.748,14,0.8,-22.684
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Appliances,15.224,2,0.8,-38.821
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Furniture,Furnishings,27.420,3,0,9.323
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Office Supplies,Binders,165.980,1,0,74.691
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Technology,Accessories,75.000,3,0,18.000
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,134.272,8,0.2,46.995
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,146.544,6,0.2,47.627
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,131.904,3,0.2,47.815
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,203.880,5,0.2,20.388
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Binders,14.301,7,0.7,-10.487
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,718.640,10,0.2,-161.694
Standard Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,61.100,5,0,18.330
Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Appliances,28.080,3,0.2,5.265
Second Class,Corporate,United States,Yuma,Arizona,85364,West,Office Supplies,Art,10.496,4,0.2,1.181
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Binders,39.920,2,0.2,12.974
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Appliances,77.580,9,0,20.171
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Storage,269.360,7,0,70.034
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,5.760,2,0,2.822
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,109.900,5,0,32.970
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Furnishings,23.880,3,0,10.507
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,26.200,4,0,12.052
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,12.960,2,0,6.221
Second Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,234.950,5,0,32.893
Standard Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,118.250,5,0,34.293
Standard Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,4.280,1,0,1.926
First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,26.850,3,0,5.102
First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Machines,3357.600,3,0.2,377.730
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,8.260,2,0,3.800
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,2973.320,7,0.2,334.499
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,104.790,7,0,29.341
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,775.728,6,0.2,58.180
First Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,89.066,1,0.32,-17.027
First Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Art,175.440,6,0.2,52.632
First Class,Home Office,United States,Houston,Texas,77041,Central,Technology,Phones,438.336,4,0.2,-87.667
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,215.544,4,0.3,-58.505
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,55.584,6,0.2,20.844
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,127.386,2,0.3,-25.477
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,248.430,5,0.3,-17.745
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Office Supplies,Appliances,11.648,4,0.8,-30.867
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,85.246,2,0.3,-1.218
Second Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,20.640,5,0.2,2.322
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,148.020,3,0,41.446
Same Day,Corporate,United States,Garden City,Kansas,67846,Central,Office Supplies,Storage,33.290,1,0,7.990
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,204.950,5,0,100.426
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,526.344,4,0.3,-75.192
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,41.960,2,0,10.910
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,451.152,3,0.2,0.000
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,31.504,11,0.2,11.026
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,30.672,3,0.2,9.585
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1079.976,4,0.4,125.997
Standard Class,Consumer,United States,Modesto,California,95351,West,Furniture,Chairs,161.568,2,0.2,-28.274
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.934,3,0.8,-4.988
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Accessories,18.528,2,0.2,4.400
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,670.752,3,0.2,-125.766
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,64.960,5,0.6,-43.848
First Class,Corporate,United States,Riverside,California,92503,West,Technology,Accessories,41.940,2,0,15.098
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,11.960,2,0,5.860
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Art,13.120,4,0,3.805
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Storage,535.410,3,0,160.623
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,72.780,3,0.6,-70.961
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,36.840,3,0,17.315
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,87.710,7,0,41.224
Standard Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Tables,562.293,7,0.45,-255.588
Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,Furnishings,56.520,9,0,21.478
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.264,8,0.2,1.267
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,284.080,10,0.2,24.857
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.496,4,0.2,6.705
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,14.730,3,0,7.218
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,186.540,3,0,50.366
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,557.728,4,0.2,6.972
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Phones,159.968,4,0.2,-31.994
Standard Class,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Appliances,471.900,6,0,155.727
Standard Class,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Art,3.520,2,0,1.690
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Paper,49.120,4,0,23.086
Standard Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Labels,20.160,7,0,9.878
First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Office Supplies,Binders,10.680,2,0,5.020
First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Furniture,Bookcases,141.960,2,0,39.749
First Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,32.480,2,0,4.872
First Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,20.040,3,0,9.619
First Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Copiers,13999.960,4,0,6719.981
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Technology,Accessories,238.000,2,0,38.080
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Paper,61.960,2,0,27.882
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Tables,239.372,2,0.3,-23.937
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,595.000,5,0,95.200
Standard Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Paper,16.032,3,0.2,5.611
Standard Class,Home Office,United States,Milford,Connecticut,6460,East,Technology,Accessories,199.750,5,0,87.890
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Furniture,Chairs,227.960,2,0,36.474
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,293.520,6,0,76.315
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,307.980,2,0,89.314
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,96.960,6,0,33.936
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,117.488,7,0.2,41.121
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,11.952,3,0.2,4.183
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Bookcases,512.499,3,0.15,-30.147
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,863.128,7,0.2,-32.367
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,2036.860,7,0,366.635
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Chairs,449.568,2,0.2,-73.055
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Accessories,108.960,3,0,32.688
